"id","file","creator","title","publisher","date","subject","contributor"
"infidelitycompri00jeny","corpus/infidelitycompri00jeny_djvu.txt",NA,"Infidelity : comprising Jenyns' Internal evidence, Leslie's Method, Lyttelton's Coversion of Paul, Watson's Reply to Gibbon and Paine, a notice of Hume on miracles, and an extract from West on the resurrection","New York : American Tract Society","1800","Belief and doubt","Princeton Theological Seminary Library"
"story00butt","corpus/story00butt_djvu.txt","Butterworth, Hezekiah, 1839-1905","Story of the tunes : for home reading, praise meetings, and lectures on sacred music","New York : American Tract Society","1890",NA,"Princeton Theological Seminary Library"
"hintsthoughtsfor00todd","corpus/hintsthoughtsfor00todd_djvu.txt",NA,"Hints and thoughts for Christians","New York : American Tract Society","1867",NA,"Princeton Theological Seminary Library"
"studiesinbiblela00gage","corpus/studiesinbiblela00gage_djvu.txt","Gage, William Leonard, 1832-1889","Studies in Bible lands","Boston, The American tract society","1869",NA,"The Library of Congress"
"addressoneffects00sewa","corpus/addressoneffects00sewa_djvu.txt",NA,"Address on the effects of intemperance on the intellectual","New York, American tract society","1830",NA,"The Library of Congress"
"christingermanho00pertrich","corpus/christingermanho00pertrich_djvu.txt","Perthes, Clemens Theodor, 1809-1867","Christ in a German home : as seen in the married life of Frederick and Caroline Perthes","New York : American Tract Society","1872",NA,"University of California Libraries"
"herelittletherel00pres","corpus/herelittletherel00pres_djvu.txt","Presbyterian Church in the U.S.A. West Africa Mission","Lembo la Benga","New York : American Tract Society","1800",NA,"Princeton Theological Seminary Library"
"practicalviewofwi00wilb","corpus/practicalviewofwi00wilb_djvu.txt",NA,"A practical view of the prevailing religious system of professed Christians, in the higher and middle classes, contrasted with real Christianity","New York : American Tract Society","1820",NA,"New York Public Library"
"madagascarfrance00shaw","corpus/madagascarfrance00shaw_djvu.txt","Shaw, George A., 1842-1917","Madagascar and France; with some account of the Island, its people, its resources, and development,","New York : American Tract Society","1885",NA,"Princeton Theological Seminary Library"
"memoirofrevdavid00thom","corpus/memoirofrevdavid00thom_djvu.txt",NA,"Memoir of the Rev. David Tappan Stoddard, missionary to the Nestorians","Boston, The American Tract Society","1858",NA,"Princeton Theological Seminary Library"
"sevenyearsincey02leitgoog","corpus/sevenyearsincey02leitgoog_djvu.txt",NA,"Seven years in Ceylon: stories of mission life","New York, American Tract Society","1890","Missions","New York Public Library"
"christianprogres01jame","corpus/christianprogres01jame_djvu.txt",NA,"Christian progress: a sequel to The anxious inquirer after salvation","New York, American tract society","1854","Christian life","The Library of Congress"
"unclejohnvassar00vassgoog","corpus/unclejohnvassar00vassgoog_djvu.txt","Vassar, Thomas Edwin, 1834- [from old catalog]","Uncle John Vassar;","New York, American tract society","1879","Vassar, John Ellison, 1813-1878. [from old catalog]","Oxford University"
"historyofreforma02merliala","corpus/historyofreforma02merliala_djvu.txt",NA,"History of the reformation of the sixteenth century","New York : American Tract Society","1849-53","Reformation","University of California Libraries"
"talksabouthomeli00ever","corpus/talksabouthomeli00ever_djvu.txt",NA,"Talks about home-life","New York, American tract society","1880","Families","The Library of Congress"
"talkstoboys00hunt","corpus/talkstoboys00hunt_djvu.txt","Hunter, Eleanor A. (Eleanor Augusta), 1855-","Talks to boys","New York : American Tract Society","1890",NA,"The Library of Congress"
"motherathomeorpr02abbo","corpus/motherathomeorpr02abbo_djvu.txt","Abbott, John S. C. (John Stevens Cabot), 1805-1877","The mother at home; or, The principles of maternal duty familiarly illustrated","New York, American tract society","1833","Domestic education. [from old catalog]","The Library of Congress"
"progressofdoctr00bern","corpus/progressofdoctr00bern_djvu.txt","Bernard, Thomas Dehany, 1815-1904. [from old catalog]","The progress of doctrine in the New Testament : considered in eight lectures delivered before the University of Oxford on the Bampton foundation","New York : American tract society","1896","Bible","The Library of Congress"
"memoiroflifeofja00ston","corpus/memoiroflifeofja00ston_djvu.txt","Stone, John S. (John Seely), 1795-1882","A memoir of the life of James Milnor","New York, American Tract Society","1849","Milnor, James, 1773-1845","Princeton Theological Seminary Library"
"cu31924031669280","corpus/cu31924031669280_djvu.txt",NA,"Purgatory; doctrinally, practically, and historically opened","New York, American tract society","1882","Purgatory","Cornell University Library"
"dutchreformatio00mart","corpus/dutchreformatio00mart_djvu.txt","Martyn, W. Carlos (William Carlos), 1841-1917","The Dutch reformation [microform]: a history of the struggle in the Netherlands for civil and religious liberty in the sixteenth century","New York : American Tract Society","1868","Reformation","Columbia University Libraries"
"lifeadventureinj00clar","corpus/lifeadventureinj00clar_djvu.txt","Clark, E. Warren (Edward Warren), 1849-1907","Life and adventure in Japan","New York : American Tract Society","1878",NA,"The Library of Congress"
"lifetimesofjohnm00martrich","corpus/lifetimesofjohnm00martrich_djvu.txt","Martyn, W. Carlos (William Carlos), 1841-1917","Life and times of John Milton","New York : American Tract Society","1866",NA,"University of California Libraries"
"practicalthought01nevi","corpus/practicalthought01nevi_djvu.txt","Nevins, William, 1797-1835. [from old catalog]","Practical thoughts","New-York, American tract society","1836","Christian life","The Library of Congress"
"memoirmarylothr00socigoog","corpus/memoirmarylothr00socigoog_djvu.txt","American Tract Society","Memoir of Mary Lothrop : who died in Boston, March 18, 1831, aged six years and three months","New York : American Tract Society","1832",NA,"Harvard University"
"memoirofrevhenry00sar","corpus/memoirofrevhenry00sar_djvu.txt","Sargent, John, 1780-1833","A memoir of Rev. Henry Martyn ..","New York, American Tract Society","1800","Martyn, Henry, 1781-1812","Princeton Theological Seminary Library"
"lifeofwilliamtut00tutt","corpus/lifeofwilliamtut00tutt_djvu.txt","Tuttle, Joseph Farrand, 1818-1901. [from old catalog]","The life of William Tuttle ..","New York, American tract society","1852",NA,"The Library of Congress"
"fromhongkongtohi00clar","corpus/fromhongkongtohi00clar_djvu.txt","Clark, Edward Warren, b. 1849","From Hong-Kong to the Himalayas: or, Three thousand miles through India","New York : American Tract Society","1880","India -- Description and travel","University of California Libraries"
"heroesheroinesof00ritc","corpus/heroesheroinesof00ritc_djvu.txt",NA,"Heroes and heroines of the Christian church","New York, American tract society","1884","Christian biography","The Library of Congress"
"causecureofinfid00nels","corpus/causecureofinfid00nels_djvu.txt","Nelson, David, 1793-1844","The cause and cure of infidelity: including a notice of the author's unbelief, and the means of his rescue","New York, American Tract Society","1841",NA,"New York Public Library"
"teachersstories00mill","corpus/teachersstories00mill_djvu.txt","Miller, M. E","Teacher's stories","New York : American Tract Society","1873",NA,"Information and Library Science Library, University of North Carolina at Chapel Hill"
"memoirjohnmoone00meadgoog","corpus/memoirjohnmoone00meadgoog_djvu.txt","Mead, Asa, 1792-1831","Memoir of John Mooney Mead, who died at East Hartford, Conn. April 8, 1831, aged 4 years, 11 months, and 4 days ..","New York : American Tract Society","1832",NA,"Harvard University"
"workingforjesuso00dick","corpus/workingforjesuso00dick_djvu.txt",NA,"Working for Jesus; or, Individual effort for the salvation of precious souls","New York : American Tract Society","1896","Evangelistic work","The Library of Congress"
"advicetoayoungc00socigoog","corpus/advicetoayoungc00socigoog_djvu.txt",NA,"Advice to a young Christian, on the importance of aiming at an elevated standard of piety","New York, American tract society","1843",NA,"Harvard University"
"thepoweroffaith00grahuoft","corpus/thepoweroffaith00grahuoft_djvu.txt",NA,"The power of faith, exemplified in the life and writings of the late Mrs. Isabella Graham. A new edition, enriched by her narrative of her husband's death, and other select correspondence","New York American tract society","1843","","Robarts - University of Toronto"
"dairymansdaughte00ri","corpus/dairymansdaughte00ri_djvu.txt","Richmond, Legh, 1772-1827","The dairyman's daughter : an authentic narrative","New York : American Tract Society","1800","Christian life","Information and Library Science Library, University of North Carolina at Chapel Hill"
"garmentofpraise00stro","corpus/garmentofpraise00stro_djvu.txt","Strong, Helen P. [from old catalog]","The garment of praise","[New York] American tract society","1888",NA,"The Library of Congress"
"artisanmissionar00macc","corpus/artisanmissionar00macc_djvu.txt","MacConnachie, John, 1875-","An artisan missionary on the Zambesi : being the life story of William Thomson Waddell largely drawn from his letters and journals","New York : American Tract Society","1900",NA,"Princeton Theological Seminary Library"
"rockofoursalvati00plum","corpus/rockofoursalvati00plum_djvu.txt",NA,"The rock of our salvation : a treatise respecting the natures, person, offices, work, sufferings, and glory of Jesus Christ","New York : American Tract Society","1867","Jesus Christ","Princeton Theological Seminary Library"
"richesofbunyanse01buny","corpus/richesofbunyanse01buny_djvu.txt",NA,"The riches of Bunyan: selected from his works","New York, American tract society","1850",NA,"The Library of Congress"
"saint00baxt","corpus/saint00baxt_djvu.txt",NA,"The saints' everlasting rest","New York, American Tract Society","1830","Devotional literature","The Library of Congress"
"sunmoonstarsastr00gibe","corpus/sunmoonstarsastr00gibe_djvu.txt","Giberne, Agnes, 1845-1939","Sun, moon, and stars. Astronomy for beginners","New York, American tract society","1893","Astronomy","The Library of Congress"
"enormityofslavet00unse","corpus/enormityofslavet00unse_djvu.txt",NA,"The Enormity of the slave-trade; and the duty of seeking the moral and spiritual elevation of the colored race","New York : American Tract Society","1861",NA,"Wellesley College Library"
"revivalsketches00hump","corpus/revivalsketches00hump_djvu.txt",NA,"Revival sketches and manual..","New York, American Tract Society","1859",NA,"The Library of Congress"
"61730800R.nlm.nih.gov","corpus/61730800R_djvu.txt",NA,"An essay on the influence of tobacco upon life and health","New York : American Tract Society","1854",NA,"U.S. National Library of Medicine"
"twentyfiveyearso00pier","corpus/twentyfiveyearso00pier_djvu.txt",NA,"Twenty-five years of ocean colportage : by seamen from the port of New York; a sketch","New York : American Tract Society","1878",NA,"Boston Public Library"
"calltounconv00baxt","corpus/calltounconv00baxt_djvu.txt",NA,"A call to the unconverted","New York, American tract society","1835","Conversion","The Library of Congress"
"memoirofnathanwd30abbo","corpus/memoirofnathanwd30abbo_djvu.txt","Abbott, Gorham D., 1807-1874","Memoir of Nathan W. Dickerman : who died at Boston, (Mass.) January 2, 1830 in the eighth year of his age","New York : American Tract Society","1830","Dickerman, Nathan W. (Nathan William), 1822-1830","Boston Public Library"
"personalrecolle01elizgoog","corpus/personalrecolle01elizgoog_djvu.txt",NA,"Personal recollections","New York, American Tract Society","1840",NA,"New York Public Library"
"infidelitycompri00amer","corpus/infidelitycompri00amer_djvu.txt","American Tract Society","Infidelity: comprising Jenyn's Internal evidence, Leslie's method, Lyttleton's Conversion of Paul, Watson's reply to Gibbon and Paine, A notice of Hume on miracles, and An extract from West on the resurrection","New York, American tract society","1800","Apologetics","New York Public Library"
"lifeofchrist00hann","corpus/lifeofchrist00hann_djvu.txt","Hanna, William, 1808-1882","The life of Christ","New York, American Tract Society","1871","Jesus Christ","New York Public Library"
"dayofnationalpra00clea","corpus/dayofnationalpra00clea_djvu.txt","Cleaveland, Elisha Lord, 1806-1866","The day of national prayer and fasting, Sept. 26, 1861 : appointed by the President on the recommendation of both Houses of Congress","[S.l.] : [American Tract Society]","1861","Fast-day sermons","Lincoln Financial Foundation Collection"
"blindbartimeusor00hoge","corpus/blindbartimeusor00hoge_djvu.txt","Hoge, William James, 1825-1864","Blind Bartimeus : or, The story of a sightless sinner and his great physician ..","New York : American Tract Society","1858",NA,"Princeton Theological Seminary Library"
"ldpd_10984790_000","corpus/ldpd_10984790_000_djvu.txt","American Tract Society","History of old Shusco","[New York] : American Tract Society","1860",NA,"Columbia University Libraries"
"kesasaijiroorlig00carr","corpus/kesasaijiroorlig00carr_djvu.txt","Carrothers, Julia D","Kesa and Saijiro; or, Lights and shades of life in Japan","New York, American Tract Society","1888",NA,"The Library of Congress"
"anxiousinquirera01jame","corpus/anxiousinquirera01jame_djvu.txt",NA,"The anxious inquirer after salvation","New York, American tract society","1860","Salvation","The Library of Congress"
"nightoftoilorfam00mort","corpus/nightoftoilorfam00mort_djvu.txt","Mortimer, Favell Lee, 1802-1878","The night of toil : or, a familiar account of the labors of the first missionaries in the South Sea islands","New York : American Tract Society","1850","Missions","Princeton Theological Seminary Library"
"scenesinhawaiian00ande","corpus/scenesinhawaiian00ande_djvu.txt","Anderson, Mary E. (Mary Evarts), 1838-905","Scenes in the Hawaiian islands and California [microform]","New York : American Tract Society","1865",NA,"Brigham Young University Hawaii, Joseph F. Smith Library"
"bartimeusofsandw00bing","corpus/bartimeusofsandw00bing_djvu.txt","Bingham, Hiram, 1789-1869","Bartimeus, of the Sandwich Islands","New York, American Tract Society","1851","Puaaiki, Batimea, 1785-1843","The Library of Congress"
"memoirofmrssarah00hookiala","corpus/memoirofmrssarah00hookiala_djvu.txt","Hooker, Edward W. (Edward William), 1794-1875","Memoir of Mrs. Sarah L. Huntington Smith : late of the American mission in Syria","New York : American Tract Society","1845",NA,"University of California Libraries"
"cu31924023036829","corpus/cu31924023036829_djvu.txt","Basmajian, Krikor Hagop, 1853-","Social and religious life in the Orient ...","New York : American tract society","1890","Missions","Cornell University Library"
"scripturehistory00inhall","corpus/scripturehistory00inhall_djvu.txt",NA,"Scripture history : or, contemplations on the historical passages of the Old and New Testaments /by Joseph Hall ; abridged by George Henry Glasse","New York : American Tract Society","1830","Bible","Lincoln Financial Foundation Collection"
"conversationsofj00adam","corpus/conversationsofj00adam_djvu.txt","Adams, William, 1807-1880. [from old catalog]","Conversations of Jesus Christ with representative men","New York, American tract society","1868",NA,"The Library of Congress"
"riseprogressofr00dodd","corpus/riseprogressofr00dodd_djvu.txt","Doddridge, Philip, 1702-1751","The rise and progress of religion in the soul ..","New York : American Tract Society","1840","Christian life","The Library of Congress"
"georgewhitefiel1851belc","corpus/georgewhitefiel1851belc_djvu.txt","Belcher, Joseph, 1794-1859","George Whitefield: a biography, with special reference to his labors in America","New York, American Tract Society","1857","Whitefield, George, 1714-1770","Harold B. Lee Library"
"unclejohnvassar00vass","corpus/unclejohnvassar00vass_djvu.txt",NA,"Uncle John Vassar; or, The fight of faith","New York : American Tract Society","1879","Vassar, John Ellison, 1813-1878","The Library of Congress"
"youngladypleasu00unkngoog","corpus/youngladypleasu00unkngoog_djvu.txt",NA,"The young lady of pleasure","New York : American Tract Society","1865","Women","New York Public Library"
"gracesvisittalef00amer","corpus/gracesvisittalef00amer_djvu.txt",NA,"Grace's visit : a tale for the young","New York : American Tract Society","1859","Children's stories, English","New York Public Library"
"royalsongsforsun00suff","corpus/royalsongsforsun00suff_djvu.txt","Suffern, J. William.","Royal songs : for Sunday-schools and families /","New York : American Tract Society","1875",NA,"Princeton Theological Seminary Library"
"historyofworko00edwa","corpus/historyofworko00edwa_djvu.txt","Edwards, Jonathan, 1703-1758; Erskine, John, 1721-1803","A History of the work of redemption: comprising an outline of church history","New York: American Tract Society","1840","Redemption--History of doctrines--18th century","Susquehanna University, Blough-Weis Library"
"villagesermonsor00burd","corpus/villagesermonsor00burd_djvu.txt","Burder, George, 1752-1832","Village sermons : or, fifty-two plain and short discourses on the principal doctrines of the gospel ..","New York : American Tract Society","1800","Sermons, American","Princeton Theological Seminary Library"
"ecumenicalmissio01ecum","corpus/ecumenicalmissio01ecum_djvu.txt","Ecumenical conference on foreign missions (1900 : New York)","Ecumenical missionary conference, New York, 1900","New York, American tract society","1900","Missions","Princeton Theological Seminary Library"
"historyofjosephf00gall","corpus/historyofjosephf00gall_djvu.txt",NA,"The history of Joseph, for children and youth; designed also as an aid to familiar Biblical exposition in families, Sabbath schools, and Bible classes","New York, American Tract Society","1834","Joseph (Son of Jacob)","The Library of Congress"
"cu31924029248592","corpus/cu31924029248592_djvu.txt",NA,"From dawn to dark in Italy : a tale of the Reformation in the sixteenth century","Boston : The American Tract Society","1865",NA,"Cornell University Library"
"tractsofamerican01amer","corpus/tractsofamerican01amer_djvu.txt","American Tract Society","Tracts of the American Tract Society : general series","[New York] : American Tract Society","1800",NA,"Princeton Theological Seminary Library"
"daughtersofarmen01whee","corpus/daughtersofarmen01whee_djvu.txt","Wheeler, S[usan] A[nna (Brookings)] Mrs","Daughters of Armenia","New York, American tract society","1877",NA,"The Library of Congress"
"essexladwhobeca00smit","corpus/essexladwhobeca00smit_djvu.txt",NA,"The Essex lad who became England's greatest preacher","New York, American tract society","1892","Spurgeon, C. H. (Charles Haddon), 1834-1892","The Library of Congress"
"doddridgephilip00doddrich","corpus/doddridgephilip00doddrich_djvu.txt",NA,"Memoir of the life, character, and writings of Philip Doddridge, D.D. with a selection from his correspondence","New York, American tract society","1860","Doddridge, Philip, 1702-1751","University of California Libraries"
"elegantnarrati00amer","corpus/elegantnarrati00amer_djvu.txt","American Tract Society","Elegant narratives","New York : American Tract Society","1850","American literature","New York Public Library"
"greateffectsfrom00port","corpus/greateffectsfrom00port_djvu.txt",NA,"Great effects from little causes : a sermon delivered at the anniversary of a moral society","[New York : American Tract Society","1830","Christian life","University of Pittsburgh Library System"
"songsofzionmanua00amer_0","corpus/songsofzionmanua00amer_0_djvu.txt","American Tract Society","Songs of Zion : a manual of the best and most popular hymns and tunes, for social and private devotion","New York : American Tract Society","1851","Hymns, English","Music Library, University of North Carolina at Chapel Hill"
"temperancemanual00edwa","corpus/temperancemanual00edwa_djvu.txt","Edwards, Justin","The temperance manual","New York : American Tract Society","1800","Temperance","Princeton Theological Seminary Library"
"hourswithgirls00socigoog","corpus/hourswithgirls00socigoog_djvu.txt","Sangster, Margaret Elizabeth Munson, 1838-1912","Hours with girls","New York, American Tract Society","1881","Young women","University of Wisconsin - Madison"
"sacredgeographya00barr","corpus/sacredgeographya00barr_djvu.txt","Barrows, E. P. (Elijah Porter), 1807-1888","Sacred geography, and antiquities","New York : American Tract Society","1872","Bible","Harold B. Lee Library"
"recordsfromlifeo01wild","corpus/recordsfromlifeo01wild_djvu.txt","Wilder, Sampson Vryling Stoddard, 1780-1865. [from old catalog]","Records from the life of S.V.S. Wilder ..","New York, American tract society","1867",NA,"The Library of Congress"
"memoirofrevclaud00pear","corpus/memoirofrevclaud00pear_djvu.txt","Pearson, Hugh, 1777-1856","Memoir of Rev. Claudius Buchanan, D.D.","New York : American Tract Society","1800",NA,"Princeton Theological Seminary Library"
"busterbabyjim00bake","corpus/busterbabyjim00bake_djvu.txt",NA,"Buster and Baby Jim","New York : American Tract Society","1862",NA,"Information and Library Science Library, University of North Carolina at Chapel Hill"
"attractionofcro00spri","corpus/attractionofcro00spri_djvu.txt","Spring, Gardiner, 1785-1873. [from old catalog]","The attraction of the cross;","New York, American tract society","1845","Atonement","The Library of Congress"
"healthychristian00cros","corpus/healthychristian00cros_djvu.txt","Crosby, Howard, 1826-1891. [from old catalog]","The healthy Christian: an appeal to the church","New York, American tract society","1871","Christian life","The Library of Congress"
"godswordmansligh00tayl","corpus/godswordmansligh00tayl_djvu.txt","Taylor, William M. (William Mackergo), 1829-1895","God's word, man's light and guide : a course of lectures on the Bible before the New York Sunday School Association","New York : American Tract Society","1877","Bible","Princeton Theological Seminary Library"
"saintseverlasti00baxt","corpus/saintseverlasti00baxt_djvu.txt",NA,"The saints' everlasting rest","New-York, American tract society","1840","Devotional literature. [from old catalog]","The Library of Congress"
"scenesinswitzerl00newy","corpus/scenesinswitzerl00newy_djvu.txt",NA,"Scenes in Switzerland","New York, American tract society","1868",NA,"The Library of Congress"
"twostjohnsofnewt01stal","corpus/twostjohnsofnewt01stal_djvu.txt",NA,"The two St. Johns of the New Testament","New York, American Tract Society","1895",NA,"The Library of Congress"
"MN40201ucmf_4","corpus/MN40201ucmf_4_djvu.txt",NA,"The Sabbath manual [microform] nos. I, II, III, and IV","New York : American Tract Society","1845",NA,"University of Chicago"
"seriesofdiscours01chal","corpus/seriesofdiscours01chal_djvu.txt","Chalmers, Thomas, 1780-1847","A series of discourses on the Christian revelation, viewed in connection with the modern astronomy","New York, American Tract Society","1850","Religion and science","The Library of Congress"
"gospelofgladne00burr","corpus/gospelofgladne00burr_djvu.txt",NA,"The gospel of gladness","New York, American Tract Society","1892","Sermons, American","Princeton Theological Seminary Library"
"simonpeterhisea00robi","corpus/simonpeterhisea00robi_djvu.txt","Robinson, Charles S. (Charles Seymour), 1829-1899","Simon Peter: his early life and times","New York, American tract society","1889","Peter, the Apostle, Saint","The Library of Congress"
"62820370R.nlm.nih.gov","corpus/62820370R_djvu.txt","Richards, Wolcott, 1803-1871","The Christian physician, or, Reasons why the physician should be a follower of Christ","New York : American Tract Society","1860",NA,"U.S. National Library of Medicine"
"pts_caltoprayer_1753_21","corpus/pts_caltoprayer_1753_21_djvu.txt","Ryle, J. C. (John Charles), 1816-1900","A call to prayer [microform]","New York : American Tract Society","1836",NA,"Internet Archive"
"primevalrevelati00jone","corpus/primevalrevelati00jone_djvu.txt","Jones, J. Cynddylan","Primeval revelation : studies in Genesis I.-VIII","New York : American tract society","1897","Bible","Princeton Theological Seminary Library"
"villageinmountai00wild","corpus/villageinmountai00wild_djvu.txt",NA,"The village in the mountains, Conversion of Peter Bayssière, and History of a Bible","New York, American Tract Society","1827","Bible","The Library of Congress"
"goldenthoughtsi00socigoog","corpus/goldenthoughtsi00socigoog_djvu.txt","Houghton, Louise Seymour, 1838-1920, comp","Golden thoughts in pen and pencil","New York, American Tract Society","1889",NA,"New York Public Library"
"periodreformati00onckgoog","corpus/periodreformati00onckgoog_djvu.txt",NA,"The period of the reformation, 1517-1648","New York, American Tract Society","1890",NA,"Oxford University"
"alarmtounconvert00alle_0","corpus/alarmtounconvert00alle_0_djvu.txt","Alleine, Joseph, 1634-1668","An alarm to unconverted sinners..","New York, American tract society","1850",NA,"The Library of Congress"
"youthsbiblestudi00caul","corpus/youthsbiblestudi00caul_djvu.txt",NA,"Youth's Bible studies","New York, American Tract Society","1854","Bible","The Library of Congress"
"completedutyofma00vennrich","corpus/completedutyofma00vennrich_djvu.txt","Venn, Henry, 1725-1796","The complete duty of man : or, A system of doctrinal and practical Christianity, designed for the use of families","New York : American Tract Society","1838","Christian life","University of California Libraries"
"tractsofamerican02amer","corpus/tractsofamerican02amer_djvu.txt","American Tract Society","Tracts of the American Tract Society : general series","[New York] : American Tract Society","1800",NA,"Princeton Theological Seminary Library"
"MN41583ucmf_8","corpus/MN41583ucmf_8_djvu.txt","Pearson, Hugh, 1777-1856","Memoir of Rev. Claudius Buchanan, D.D. [microform]","New York : American Tract Society","1800","Buchanan, Claudius, 1766-1815","University of Chicago"
"zaccheusorscript00harr","corpus/zaccheusorscript00harr_djvu.txt","Harris, Samuel, 1814-1899","Zaccheus : or The scriptual plan of benevolence","New York : American Tract Society","1800","Charity","Princeton Theological Seminary Library"
"hopeforhopeless01hall","corpus/hopeforhopeless01hall_djvu.txt",NA,"Hope for the hopeless","New York, American tract society","1866",NA,"The Library of Congress"
"simonpeterhisear00robi","corpus/simonpeterhisear00robi_djvu.txt",NA,"Simon Peter: his early life and times","New York, American tract society","1889","Peter, the Apostle, Saint","Princeton Theological Seminary Library"
"MN40284ucmf_4","corpus/MN40284ucmf_4_djvu.txt","Parsons, J. N","The new life [microform] or, Counsels to inquirers and converts","New York : American Tract Society","1871",NA,"University of Chicago"
"bibletrueinfidel00plum","corpus/bibletrueinfidel00plum_djvu.txt","Plumer, William S. (William Swan), 1802-1880","The Bible true, and infidelity wicked","New York : American Tract Society","1840","Apologetics","Princeton Theological Seminary Library"
"sacredsongsforfa00amer","corpus/sacredsongsforfa00amer_djvu.txt","American Tract Society.","Sacred songs for family and social worship : comprising the most approved spiritual hymns with chaste and popular tunes.","[New York] : American Tract Society","1842","Hymns, English","Princeton Theological Seminary Library"
"toilstriumphsofu00stev","corpus/toilstriumphsofu00stev_djvu.txt",NA,"Toils and triumphs of Union Missionary Colportage, for twenty-five years","New York : American Tract Society","1867","Home missions","Princeton Theological Seminary Library"
"youngmansettingo00gues","corpus/youngmansettingo00gues_djvu.txt","Guest, William, 1818-1891","The young man setting out in life. I. Life: how will you use it? II. Skeptical doubts: how you may solve them. III. Power of character: how you may assert it. IV. Grandeur of destiny: how you may reach it","New York, American tract society","1868",NA,"The Library of Congress"
"replytopaineorap00wats","corpus/replytopaineorap00wats_djvu.txt","Watson, Richard, 1737-1816","Reply to Paine; or An apology for the Bible: in letters to Thomas Paine, author of the ""Age of reason,"" Part second. With notices of Hume's Denial of miracles, and Gilbert West's Order of events in the resurrection","New York American Tract Society","1880",NA,"Robarts - University of Toronto"
"historyofreform05merl","corpus/historyofreform05merl_djvu.txt",NA,"History of the reformation of the sixteenth century","New York : American Tract Society","1853",NA,"Robarts - University of Toronto"
"thoughtsonreviva00edwa","corpus/thoughtsonreviva00edwa_djvu.txt",NA,"Thoughts on the revival of religion in New England, 1740; to which is prefixed, A narrative of the surprising work of God in Northampton, Mass., 1735","New York, American Tract Society","1800",NA,"Princeton Theological Seminary Library"
"allforchristsket00pays","corpus/allforchristsket00pays_djvu.txt","Payson, George Shipman, 1845-1923","All for Christ : a sketch of the life and labors of the Rev. Charles H. Payson","New York : American Tract Society","1877",NA,"Princeton Theological Seminary Library"
"lifeofrevjohnnew00newt","corpus/lifeofrevjohnnew00newt_djvu.txt","Newton, John, 1725-1807","The life of the Rev. John Newton, rector of St. Mary Woolnoth, London. ""An authentic narrative,"" written by himself: to which some further particulars are added","New-York, American Tract Society","1830",NA,"Princeton Theological Seminary Library"
"islandspacificf02alexgoog","corpus/islandspacificf02alexgoog_djvu.txt","Alexander, James McKinney, 1835-1911","The islands of the Pacific. From the old to the new. A compendious sketch of missions in the Pacific","New York, American tract society","1895","Missions","Harvard University"
"hymnbookforarmyn00amer","corpus/hymnbookforarmyn00amer_djvu.txt","American Tract Society","Hymn-book for the Army and Navy","New York : American Tract Society","1863",NA,"Lincoln Financial Foundation Collection"
"historyofreform01merl","corpus/historyofreform01merl_djvu.txt",NA,"History of the reformation of the sixteenth century","New York : American Tract Society","1853",NA,"Robarts - University of Toronto"
"saintseverlastin00bax","corpus/saintseverlastin00bax_djvu.txt","Baxter, Richard, 1615-1691","The saints' everlasting rest","New York : American Tract Society","1800",NA,"Princeton Theological Seminary Library"
"memoiroflifeofj00ston","corpus/memoiroflifeofj00ston_djvu.txt","Stone, John S. (John Seely), 1795-1882","A memoir of the life of James Milnor, D.D. : late Rector of St. George's Church, New York","New York : American Tract Society","1848","Milnor, James, 1773-1845","The Library of Congress"
"fromoceantoocean00shilrich","corpus/fromoceantoocean00shilrich_djvu.txt","Shiland, Andrew, 1820-1901","From ocean to ocean : with notes and observations on the way","New York : American Tract Society","1892",NA,"University of California Libraries"
"studiesofneglect00robi","corpus/studiesofneglect00robi_djvu.txt",NA,"Studies of neglected texts","New York, American tract society","1883",NA,"The Library of Congress"
"viewofinternalev00jeny","corpus/viewofinternalev00jeny_djvu.txt",NA,"A view of the internal evidence of the Christian religion","New York, American tract society","1850","Apologetics","The Library of Congress"
"ourvillageinwart00mart","corpus/ourvillageinwart00mart_djvu.txt",NA,"Our village in war-time","New York, American Tract Society","1864",NA,"University Library, University of North Carolina at Chapel Hill"
"historyofreforma05merliala","corpus/historyofreforma05merliala_djvu.txt",NA,"History of the reformation of the sixteenth century","New York : American Tract Society","1849-53","Reformation","University of California Libraries"
"memoirrevhenryma00sarg","corpus/memoirrevhenryma00sarg_djvu.txt",NA,"A memoir of Rev. Henry Martyn ..","New York : American Tract Society","1840","Martyn, Henry, 1781-1812","University of California Libraries"
"evidenceofprophe01keit","corpus/evidenceofprophe01keit_djvu.txt","Keith, Alexander, 1791-1880. [from old catalog]","The evidence of prophecy;","New York, American tract society","1833",NA,"The Library of Congress"
"womaninmissionsp00wher","corpus/womaninmissionsp00wher_djvu.txt","Wherry, E.M","Woman in missions : papers and addresses presented at the Woman's Congresses of Missions October 2-4,1893, in the Hall of Columbus, Chicago.","New York : American Tract Society","1894","Women in missionary work","Princeton Theological Seminary Library"
"christianspresen00hars","corpus/christianspresen00hars_djvu.txt",NA,"The Christian's present for all seasons : containing devotional thoughts of eminent divines, from Joseph Hall to William Jay : with an introductory essay on devotion by W. B. Sprague","New York : American Tract Society","1866",NA,"Princeton Theological Seminary Library"
